ID,RecordedDate,PrimaryStatusAfterGraduation,BranchOfService,CareerMeetsExpectation,EmployingOrganization,JobTitle,State,City,Employer_Country,Compensation,Salary_range,Degree_required,Employment_offer,Employment_acceptance,Job_connection,Application_website,Other_job_connection,Graduate_School,Graduate_School_Location,Graduate_Degree_Country,Graduate_Program,Program_Type,Postgraduation_offer,CC_job_Rating,CC_Drop_in_Advising_CareerLab ,CC_Handshake_Jobs,CC_Interview_Preparation,CC_Oncampus_Interview,CC_Networking_Strategies,CC_Career_Major_Exploration,CC_Fairs_Career_Events,CC_Resume_Cover_Letter_Review,CC_Career_Assessments ,CC_Resume_Cover_Letter Review,Primary_Status_Matching_Expectations,CC_Workshops
34003,30Jan2020 13:41:00,Employed full time (on average 30 hours or more per week),,,Institute for Environmental Assessment,Environmental Technician,Minnesota,Brooklyn Park,,Hourly,"$40,000 - $44,999",An undergraduate degree is required but the position is not related to my field of s,0-3 months after graduation,0-3 months after graduation,Other Job Posting System (please specify),ZipRecruiter,,,,,,,No,Dissatisfied,,Dissatisfied,,,,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,Agree,
34004,06Jun2017 8:16:41,Employed full time (on average 30 hours or more per week),,Strongly Agree,Crystal mountain,Conference service manager,Michigan,Thompsonville,,Hourly,"$20,000 - $24,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,Yes,Satisfied,Satisfied,Somewhat Satisfied,Dissatisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,,Dissatisfied,Dissatisfied,Satisfied,,
34005,03Jun2020 11:26:00,Employed full time (on average 30 hours or more per week),,,Washinton University of St. Louis,Bioinformatics Research Analyst,Missouri,St. Louis,,Hourly,"$50,000 - $54,999",A graduate degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other Job Posting System (please specify),Indeed,,,,,,,No,Satisfied,,,,,,,,Somewhat Satisfied,,,Strongly Agree,
34006,02Feb2020 16:53:00,Employed full time (on average 30 hours or more per week),,,Ascension,Registerd Nurse,Michigan,Detroit,,Hourly,"$55,000 - $59,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other,,,,,,,,No,,,,,,,,,,,,Strongly Agree,
34007,14Feb2019 12:54:32,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Occupational Therapy,Master's,No,,,Somewhat Satisfied,,,,Satisfied,,,Satisfied,Satisfied,Strongly Agree,
34008,08Jan2021 13:28:00,Employed full time (on average 30 hours or more per week),,,Uniloy,Production Support Specialist,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34009,17Jan2017 12:15:24,Planning to continue education but not yet enrolled,,Strongly Agree,,,,,,,,,,,,,,Grand valley state university,Michigan,,Occupational therapy,Master's,Yes,,Very Satisfied,Very Satisfied,,,Very Satisfied,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,,
34010,08Oct2018 16:09:12,Employed part time (on average less than 30 hours per week),,,Muskegon Surgical Associates,Occupational Therapist Aide,Michigan,Muskegon,,Hourly,"$25,000 - $29,999","A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months after graduation,3-6 months after graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,No,,,,,,,,,,,,Strongly Agree,
34011,28Jul2017 21:29:13,Employed full time (on average 30 hours or more per week),,Agree,Western Land Services,GIS Analyst,Michigan,Grand Rapids,,Hourly,"$25,000 - $29,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,No,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,,,Satisfied,,,,,,
34012,28Dec2020 14:55:00,Employed full time (on average 30 hours or more per week),,,Tandem365,BSW Navigator,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34013,12Feb2020 14:58:00,Employed full time (on average 30 hours or more per week),,,Deloitte,Associate,Illinois,Chicago,,Hourly,"$70,000 - $74,999",A college degree is required and the position is related to my field of study.,3-6 months after graduation,3-6 months after graduation,Other GVSU Career Event,,,,,,,,,Very Satisfied,,Satisfied,,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,Strongly Agree,Satisfied
34014,06Jun2017 8:27:53,Employed full time (on average 30 hours or more per week),,Agree,University of Michigan,Production Assistant,Michigan,Ann Arbor,,Hourly,"$45,000 - $49,999",A college degree is required but the position is not related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other On-line Job Posting Systems (please specify),Their website.,,,,,,,No,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,
34015,21Jun2019 12:44:58,Employed part time (on average less than 30 hours per week),,,GVSU Promotions Office,Marketing and Video Project Manager,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,
34016,06Jun2017 10:52:14,Employed full time (on average 30 hours or more per week),,Strongly Agree,Children's Hospital of Michigan,RN,Michigan,Detroit,,Hourly,"$50,000 - $54,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Hospitals Website,,,,,,,No,,,,Somewhat Satisfied,,,,Somewhat Satisfied,Somewhat Satisfied,,,,
34017,06Jun2019 14:09:56,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Satisfied,,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,,Somewhat Satisfied,Somewhat Satisfied,,,Strongly Agree,
34018,28Feb2017 9:14:58,Employed full time (on average 30 hours or more per week),,Strongly Agree,Mercy Health Saint Mary's,Registered nurse,Michigan,Grand Rapids,,Hourly,"$45,000 - $49,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other,,Clinical experience led to job application,,,,,,Yes,,,,,,,,,,,,,
34019,06Jun2019 16:50:23,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Somewhat Satisfied,,,,Neutral,
34020,24Sep2016 23:33:28,Employed full time (on average 30 hours or more per week),,Strongly Agree,Spectrum Health,Respiratory Therapist,Michigan,Greenville,,Hourly,"$40,000 - $44,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,Other,,"I was employed after obtaining my A.A.S, My GV degree enables me to move up in my career ladder someday",,,,,,,,Somewhat Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Somewhat Satisfied,,,Dissatisfied,Dissatisfied,,
34021,07Jul2020 7:34:00,Employed full time (on average 30 hours or more per week),,,Lake Travis ISD,Elementary Teacher,Texas,Lakeway,,Hourly,"$45,000 - $49,999",A college degree is required and the position is related to my field of study.,3-6 months after graduation,3-6 months after graduation,Other On-line Job Posting Systems (please specify),AppliTrack,,,,,,,No,,,Somewhat Satisfied,,,Satisfied,Very Satisfied,Satisfied,,,,Strongly Agree,
34022,17Jan2017 10:17:47,Seeking employment,,Neutral,,,,,,,,,,,,,,,,,,,No,,,,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,,,,,,
34023,08Jun2020 12:59:00,Employed full time (on average 30 hours or more per week),,,University of Michigan,Mentorship Program Manager,Michigan,Ann Arbor,,Hourly,"$50,000 - $54,999",A college degree is required but the position is not related to my field of study.,6+ months before graduation,6+ months before graduation,Other On-line Job Posting Systems (please specify),,,,,,,,,Dissatisfied,Somewhat Satisfied,Dissatisfied,Dissatisfied,,Dissatisfied,Very Dissatisfied,,Satisfied,Somewhat Satisfied,,Strongly Agree,
34024,27Jan2020 16:24:00,Employed full time (on average 30 hours or more per week),,,Brink Farms Inc.,Controller,Michigan,Hamilton,,Hourly,"$60,000 - $64,999",A college degree is required and the position is related to my field of study.,3-6 months after graduation,3-6 months after graduation,Personal Network,,,,,,,,,,,,,,,,,,,,Strongly Agree,
34025,17Oct2018 15:27:07,Employed part time (on average less than 30 hours per week),,,Mary Free BEd,Occupational Therapistmi,Michigan,Grand Rapids,,Hourly,"$35,000 - $39,999",A graduate degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other,,One of my fieldwork placements,,,,,,Yes,,,,,,,,,,,,,
34026,26Feb2019 9:10:26,Employed part time (on average less than 30 hours per week),,,R.E.A.D. Ottawa,Executive Director,Michigan,Grand Haven,,Hourly,"Less than $20,000","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months before graduation,0-3 months before graduation,Other,,Lakeshore Nonprofit Alliance,,,,,,,,,,,,,,,,,,,
34027,26Jun2020 9:03:00,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,,,Disagree,Somewhat Satisfied
34028,08Jan2021 12:04:00,Employed full time (on average 30 hours or more per week),,,Lumbermen's,Job Coordinator,Michigan,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34029,11Oct2018 15:03:30,Employed full time (on average 30 hours or more per week),,,Edwards Elmhurst Health,Medical Dosimetrist,Illinois,Naperville,,Hourly,Greater than $100,An undergraduate degree is required and the position is related to my field of study,0-3 months before graduation,0-3 months before graduation,Other Job Posting System (please specify),indeed,,,,,,,Yes,Very Satisfied,Very Satisfied,,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,,Very Satisfied
34030,13Oct2017 11:16:19,Employed full time (on average 30 hours or more per week),,,Quicken Loans,Client Relations Operations Amazement Intern,Michigan,Detroit,,Hourly,,"A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months before graduation,3-6 months before graduation,Personal Network,,,,,,,,No,Satisfied,,Satisfied,,,,Satisfied,Very Satisfied,,,,Neutral,
34031,29Nov2017 14:43:50,Employed full time (on average 30 hours or more per week),,Strongly Agree,Fruitport Community Schools,6th Grade Social Studies,Michigan,Fruitport,,Hourly,"$40,000 - $44,999",A college degree is required and the position is related to my field of study.,3-6 months after graduation,3-6 months after graduation,Personal Network,,,,,,,,No,,,,,,,,,,,,,
34032,01Jan2018 9:03:54,Employed part time (on average less than 30 hours per week),,,Oakland County Sheriffâ€™s Office,Part time Deputy,Michigan,Pontiac,,Hourly,"Less than $20,000",Having a college degree made no difference to me obtaining this position.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,,,Dissatisfied,Somewhat Satisfied,,,,,Dissatisfied,,,,Strongly Disagree,
34033,13Mar2017 8:54:52,Employed full time (on average 30 hours or more per week),,Strongly Agree,Lippert Compoents,EHS manager,Indiana,South Bend,,Hourly,"$45,000 - $49,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),,,,,,,,No,Satisfied,Very Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,,
34034,27Jan2020 16:22:00,Employed full time (on average 30 hours or more per week),,,Metal Flow,Operator,Michigan,Holland,,Hourly,"$20,000 - $24,999",Having a college degree made no difference to me obtaining this position.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,,,,,,,,,,,,,Strongly Agree,
34035,26Sep2019 12:29:00,Not seeking employment or continuing education at this time,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,,,,Satisfied,,,,,Agree,
34036,07Jun2017 9:12:22,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Agree,,,,,,,,,,,,,,Wayne State University,Michigan,,Library Science and History,Master's,No,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,,,,,
34037,19Sep2018 12:58:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34038,13Jul2020 10:13:00,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Dissatisfied,,,,Strongly Agree,
34039,04Oct2016 5:55:03,Employed full time (on average 30 hours or more per week),,Strongly Agree,General Motors,Software Developer - Asset Management,Michigan,Warren,,Hourly,"$55,000 - $59,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Career Fair,,,,,,,,No,Satisfied,Very Satisfied,,Very Satisfied,Very Satisfied,,,Somewhat Satisfied,,,,,
34040,13Jan2021 16:34:00,Employed full time (on average 30 hours or more per week),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34041,03Jun2020 10:54:00,Employed full time (on average 30 hours or more per week),,,Ardent Dance Company,Company Apprentice,Illinois,Chicago,,Click to write Choice 3,,"A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,No,,,Somewhat Satisfied,,,,,,,,,Strongly Agree,
34042,01Mar2017 19:05:43,Employed full time (on average 30 hours or more per week),,,"Center for Pediatric Rehab, Inc.",Speech-language Pathologist,Florida,Pensacola,,Hourly,"$50,000 - $54,999",A graduate degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),http://careers.asha.org/jobs/,,,,,,,No,,Somewhat Satisfied,Somewhat Satisfied,,,Somewhat Satisfied,,Dissatisfied,,,,,
34043,28Feb2017 7:48:54,Employed full time (on average 30 hours or more per week),,,Mercy health Saint Mary's,CNL,Michigan,Grand Rapids,,Hourly,"$75,000 - $79,999",A graduate degree is required and the position is related to my field of study.,9+ months after graduation,9+ months after graduation,Personal Network,,,,,,,,No,,,,,,,,,,,,,
34044,11Jan2018 15:21:37,Employed full time (on average 30 hours or more per week),,,Harvest health foods,Customer service,Michigan,Hudsonville,,Hourly,"$30,000 - $34,999","A college degree is not required for this job, but my degree helped me to obtain it.",6+ months before graduation,6+ months before graduation,Personal Network,,,,,,,,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Very Satisfied
34045,07Feb2017 6:59:45,Employed full time (on average 30 hours or more per week),,Strongly Agree,Auto owners insurance,Software developer,Michigan,Grand Rapids,,Hourly,"$50,000 - $54,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Faculty/Staff Recommendation,,,,,,,,,Dissatisfied,Satisfied,Satisfied,Very Satisfied,Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Dissatisfied,Dissatisfied,,
34046,27Jan2020 21:25:00,Employed full time (on average 30 hours or more per week),,,Oakridge public schools,Kindergarten teacher,Michigan,Muskegon,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Applitrack,,,,,,,No,,,,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Strongly Agree,
34047,27Jul2018 12:22:49,Employed full time (on average 30 hours or more per week),,,The C2 Group,Marketing Intern,Michigan,Grand Rapids,,Hourly,"Less than $20,000","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months before graduation,0-3 months before graduation,Career Fair,,,,,,,,No,,,,,,,,,,,,Agree,
34048,09Jul2018 11:32:50,Employed full time (on average 30 hours or more per week),,,Perrigo,Quality Control Technician,Michigan,"Allegan, MI",,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Other On-line Job Posting Systems (please specify),Indeed.com,,,,,,,No,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Satisfied,Strongly Agree,
